Date,Open,High,Low,Close,Volume
2023-03-14,40.6733,40.9233,40.3798,40.6298,1500000
2023-03-15,40.6715,40.9215,40.3655,40.6155,1500000
2023-03-16,40.6711,40.9211,40.3549,40.6049,1500000
2023-03-17,40.6723,40.9223,40.3485,40.5985,1500000
2023-03-20,40.6752,40.9252,40.3467,40.5967,1500000
2023-03-21,40.6798,40.9298,40.3498,40.5998,1500000
2023-03-22,40.6863,40.9363,40.3579,40.6079,1500000
2023-03-23,40.6946,40.9446,40.3711,40.6211,1500000
2023-03-24,40.7050,40.9550,40.3891,40.6391,1500000
2023-03-27,40.7173,40.9673,40.4118,40.6618,1500000
2023-03-28,40.7316,40.9816,40.4387,40.6887,1500000
2023-03-29,40.7481,40.9981,40.4694,40.7194,1500000
2023-03-30,40.7666,41.0166,40.5033,40.7533,1500000
2023-03-31,40.7871,41.0398,40.5371,40.7898,1500000
2023-04-03,40.8097,41.0783,40.5597,40.8283,1500000
2023-04-04,40.8344,41.1180,40.5844,40.8680,1500000
2023-04-05,40.8610,41.1584,40.6110,40.9084,1500000
2023-04-06,40.8896,41.1988,40.6396,40.9488,1500000
2023-04-07,40.9200,41.2387,40.6700,40.9887,1500000
2023-04-10,40.9522,41.2777,40.7022,41.0277,1500000
2023-04-11,40.9861,41.3154,40.7361,41.0654,1500000
2023-04-12,41.0217,41.3515,40.7717,41.1015,1500000
2023-04-13,41.0588,41.3860,40.8088,41.1360,1500000
2023-04-14,41.0973,41.4188,40.8473,41.1688,1500000
2023-04-17,41.1370,41.4501,40.8870,41.2001,1500000
2023-04-18,41.1779,41.4800,40.9279,41.2300,1500000
2023-04-19,41.2199,41.5088,40.9699,41.2588,1500000
2023-04-20,41.2627,41.5369,41.0127,41.2869,1500000
2023-04-21,41.3062,41.5648,41.0562,41.3148,1500000
2023-04-24,41.3503,41.6003,41.0930,41.3430,1500000
2023-04-25,41.3949,41.6449,41.1218,41.3718,1500000
2023-04-26,41.4397,41.6897,41.1519,41.4019,1500000
2023-04-27,41.4846,41.7346,41.1835,41.4335,1500000
2023-04-28,41.5294,41.7794,41.2172,41.4672,1500000
2023-05-01,41.5741,41.8241,41.2531,41.5031,1500000
2023-05-02,41.6184,41.8684,41.2915,41.5415,1500000
2023-05-03,41.6621,41.9121,41.3324,41.5824,1500000
2023-05-04,41.7052,41.9552,41.3758,41.6258,1500000
2023-05-05,41.7475,41.9975,41.4216,41.6716,1500000
2023-05-08,41.7888,42.0388,41.4694,41.7194,1500000
2023-05-09,41.8290,42.0790,41.5189,41.7689,1500000
2023-05-10,41.8679,42.1179,41.5696,41.8196,1500000
2023-05-11,41.9055,42.1555,41.6208,41.8708,1500000
2023-05-12,41.9417,42.1917,41.6719,41.9219,1500000
2023-05-15,41.9762,42.2262,41.7222,41.9722,1500000
2023-05-16,42.0091,42.2711,41.7591,42.0211,1500000
2023-05-17,42.0401,42.3176,41.7901,42.0676,1500000
2023-05-18,42.0694,42.3612,41.8194,42.1112,1500000
2023-05-19,42.0967,42.4013,41.8467,42.1513,1500000
2023-05-22,42.1221,42.4372,41.8721,42.1872,1500000
2023-05-23,42.1454,42.4685,41.8954,42.2185,1500000
2023-05-24,42.1667,42.4948,41.9167,42.2448,1500000
2023-05-25,42.1860,42.5160,41.9360,42.2660,1500000
2023-05-26,42.2032,42.5319,41.9532,42.2819,1500000
2023-05-29,42.2183,42.5426,41.9683,42.2926,1500000
2023-05-30,42.2313,42.5483,41.9813,42.2983,1500000
2023-05-31,42.2424,42.5493,41.9924,42.2993,1500000
2023-06-01,42.2514,42.5460,42.0014,42.2960,1500000
2023-06-02,42.2586,42.5391,42.0086,42.2891,1500000
2023-06-05,42.2639,42.5291,42.0139,42.2791,1500000
2023-06-06,42.2674,42.5174,42.0167,42.2667,1500000
2023-06-07,42.2692,42.5192,42.0026,42.2526,1500000
2023-06-08,42.2694,42.5194,41.9875,42.2375,1500000
2023-06-09,42.2680,42.5180,41.9723,42.2223,1500000
2023-06-12,42.2654,42.5154,41.9575,42.2075,1500000
2023-06-13,42.2614,42.5114,41.9437,42.1937,1500000
2023-06-14,42.2563,42.5063,41.9315,42.1815,1500000
2023-06-15,42.2502,42.5002,41.9213,42.1713,1500000
2023-06-16,42.2433,42.4933,41.9134,42.1634,1500000
2023-06-19,42.2357,42.4857,41.9079,42.1579,1500000
2023-06-20,42.2275,42.4775,41.9050,42.1550,1500000
2023-06-21,42.2189,42.4689,41.9046,42.1546,1500000
2023-06-22,42.2101,42.4601,41.9065,42.1565,1500000
2023-06-23,42.2011,42.4511,41.9105,42.1605,1500000
2023-06-26,42.1923,42.4423,41.9162,42.1662,1500000
2023-06-27,42.1837,42.4337,41.9231,42.1731,1500000
2023-06-28,42.1755,42.4309,41.9255,42.1809,1500000
2023-06-29,42.1678,42.4389,41.9178,42.1889,1500000
2023-06-30,42.1608,42.4469,41.9108,42.1969,1500000
2023-07-03,42.1547,42.4542,41.9047,42.2042,1500000
2023-07-04,42.1496,42.4606,41.8996,42.2106,1500000
2023-07-05,42.1456,42.4657,41.8956,42.2157,1500000
2023-07-06,42.1428,42.4692,41.8928,42.2192,1500000
2023-07-07,42.1415,42.4710,41.8915,42.2210,1500000
2023-07-10,42.1416,42.4712,41.8916,42.2212,1500000
2023-07-11,42.1433,42.4698,41.8933,42.2198,1500000
2023-07-12,42.1467,42.4671,41.8967,42.2171,1500000
2023-07-13,42.1519,42.4633,41.9019,42.2133,1500000
2023-07-14,42.1590,42.4589,41.9090,42.2089,1500000
2023-07-17,42.1680,42.4545,41.9180,42.2045,1500000
2023-07-18,42.1789,42.4506,41.9289,42.2006,1500000
2023-07-19,42.1919,42.4478,41.9419,42.1978,1500000
2023-07-20,42.2069,42.4569,41.9469,42.1969,1500000
2023-07-21,42.2240,42.4740,41.9484,42.1984,1500000
2023-07-24,42.2432,42.4932,41.9530,42.2030,1500000
2023-07-25,42.2644,42.5144,41.9613,42.2113,1500000
2023-07-26,42.2876,42.5376,41.9737,42.2237,1500000
2023-07-27,42.3129,42.5629,41.9907,42.2407,1500000
2023-07-28,42.3402,42.5902,42.0125,42.2625,1500000
2023-07-31,42.3693,42.6193,42.0394,42.2894,1500000
2023-08-01,42.4003,42.6503,42.0713,42.3213,1500000
2023-08-02,42.4331,42.6831,42.1081,42.3581,1500000
2023-08-03,42.4676,42.7176,42.1496,42.3996,1500000
2023-08-04,42.5036,42.7536,42.1954,42.4454,1500000
2023-08-07,42.5412,42.7912,42.2449,42.4949,1500000
2023-08-08,42.5801,42.8301,42.2977,42.5477,1500000
2023-08-09,42.6202,42.8702,42.3531,42.6031,1500000
2023-08-10,42.6615,42.9115,42.4102,42.6602,1500000
2023-08-11,42.7037,42.9683,42.4537,42.7183,1500000
2023-08-14,42.7467,43.0267,42.4967,42.7767,1500000
2023-08-15,42.7905,43.0846,42.5405,42.8346,1500000
2023-08-16,42.8347,43.1412,42.5847,42.8912,1500000
2023-08-17,42.8794,43.1960,42.6294,42.9460,1500000
2023-08-18,42.9242,43.2483,42.6742,42.9983,1500000
2023-08-21,42.9691,43.2978,42.7191,43.0478,1500000
2023-08-22,43.0140,43.3440,42.7640,43.0940,1500000
2023-08-23,43.0585,43.3867,42.8085,43.1367,1500000
2023-08-24,43.1027,43.4259,42.8527,43.1759,1500000
2023-08-25,43.1462,43.4616,42.8962,43.2116,1500000
2023-08-28,43.1891,43.4940,42.9391,43.2440,1500000
2023-08-29,43.2310,43.5234,42.9810,43.2734,1500000
2023-08-30,43.2720,43.5500,43.0220,43.3000,1500000
2023-08-31,43.3118,43.5744,43.0618,43.3244,1500000
2023-09-01,43.3503,43.6003,43.0969,43.3469,1500000
2023-09-04,43.3875,43.6375,43.1183,43.3683,1500000
2023-09-05,43.4231,43.6731,43.1389,43.3889,1500000
2023-09-06,43.4571,43.7071,43.1592,43.4092,1500000
2023-09-07,43.4894,43.7394,43.1797,43.4297,1500000
2023-09-08,43.5199,43.7699,43.2008,43.4508,1500000
2023-09-11,43.5486,43.7986,43.2228,43.4728,1500000
2023-09-12,43.5753,43.8253,43.2459,43.4959,1500000
2023-09-13,43.6000,43.8500,43.2702,43.5202,1500000
2023-09-14,43.6227,43.8727,43.2956,43.5456,1500000
2023-09-15,43.6434,43.8934,43.3221,43.5721,1500000
2023-09-18,43.6620,43.9120,43.3493,43.5993,1500000
2023-09-19,43.6785,43.9285,43.3770,43.6270,1500000
2023-09-20,43.6929,43.9429,43.4046,43.6546,1500000
2023-09-21,43.7053,43.9553,43.4318,43.6818,1500000
2023-09-22,43.7157,43.9657,43.4578,43.7078,1500000
2023-09-25,43.7242,43.9823,43.4742,43.7323,1500000
2023-09-26,43.7307,44.0044,43.4807,43.7544,1500000
2023-09-27,43.7354,44.0239,43.4854,43.7739,1500000
2023-09-28,43.7384,44.0400,43.4884,43.7900,1500000
2023-09-29,43.7397,44.0524,43.4897,43.8024,1500000
2023-10-02,43.7394,44.0607,43.4894,43.8107,1500000
2023-10-03,43.7376,44.0647,43.4876,43.8147,1500000
2023-10-04,43.7345,44.0643,43.4845,43.8143,1500000
2023-10-05,43.7302,44.0595,43.4802,43.8095,1500000
2023-10-06,43.7248,44.0504,43.4748,43.8004,1500000
2023-10-09,43.7184,44.0374,43.4684,43.7874,1500000
2023-10-10,43.7112,44.0208,43.4612,43.7708,1500000
2023-10-11,43.7034,44.0012,43.4534,43.7512,1500000
2023-10-12,43.6950,43.9792,43.4450,43.7292,1500000
2023-10-13,43.6864,43.9554,43.4364,43.7054,1500000
2023-10-16,43.6775,43.9307,43.4275,43.6807,1500000
2023-10-17,43.6686,43.9186,43.4059,43.6559,1500000
2023-10-18,43.6598,43.9098,43.3817,43.6317,1500000
2023-10-19,43.6513,43.9013,43.3588,43.6088,1500000
2023-10-20,43.6432,43.8932,43.3382,43.5882,1500000
2023-10-23,43.6358,43.8858,43.3203,43.5703,1500000
2023-10-24,43.6291,43.8791,43.3057,43.5557,1500000
2023-10-25,43.6232,43.8732,43.2950,43.5450,1500000
2023-10-26,43.6185,43.8685,43.2885,43.5385,1500000
2023-10-27,43.6148,43.8648,43.2863,43.5363,1500000
2023-10-30,43.6125,43.8625,43.2885,43.5385,1500000
2023-10-31,43.6116,43.8616,43.2951,43.5451,1500000
2023-11-01,43.6122,43.8622,43.3058,43.5558,1500000
2023-11-02,43.6145,43.8645,43.3205,43.5705,1500000
2023-11-03,43.6185,43.8685,43.3386,43.5886,1500000
2023-11-06,43.6242,43.8742,43.3597,43.6097,1500000
2023-11-07,43.6319,43.8833,43.3819,43.6333,1500000
2023-11-08,43.6415,43.9088,43.3915,43.6588,1500000
2023-11-09,43.6531,43.9356,43.4031,43.6856,1500000
2023-11-10,43.6667,43.9631,43.4167,43.7131,1500000
2023-11-13,43.6824,43.9908,43.4324,43.7408,1500000
2023-11-14,43.7001,44.0182,43.4501,43.7682,1500000
2023-11-15,43.7200,44.0450,43.4700,43.7950,1500000
2023-11-16,43.7418,44.0709,43.4918,43.8209,1500000
2023-11-17,43.7657,44.0956,43.5157,43.8456,1500000
2023-11-20,43.7916,44.1192,43.5416,43.8692,1500000
2023-11-21,43.8195,44.1416,43.5695,43.8916,1500000
2023-11-22,43.8493,44.1631,43.5993,43.9131,1500000
2023-11-23,43.8808,44.1838,43.6308,43.9338,1500000
2023-11-24,43.9142,44.2042,43.6642,43.9542,1500000
2023-11-27,43.9492,44.2246,43.6992,43.9746,1500000
2023-11-28,43.9857,44.2456,43.7357,43.9956,1500000
2023-11-29,44.0237,44.2737,43.7676,44.0176,1500000
2023-11-30,44.0630,44.3130,43.7912,44.0412,1500000
2023-12-01,44.1035,44.3535,43.8168,44.0668,1500000
2023-12-04,44.1451,44.3951,43.8450,44.0950,1500000
2023-12-05,44.1876,44.4376,43.8761,44.1261,1500000
2023-12-06,44.2309,44.4809,43.9105,44.1605,1500000
2023-12-07,44.2748,44.5248,43.9482,44.1982,1500000
2023-12-08,44.3192,44.5692,43.9895,44.2395,1500000
2023-12-11,44.3639,44.6139,44.0344,44.2844,1500000
2023-12-12,44.4088,44.6588,44.0825,44.3325,1500000
2023-12-13,44.4537,44.7037,44.1337,44.3837,1500000
2023-12-14,44.4985,44.7485,44.1875,44.4375,1500000
2023-12-15,44.5429,44.7929,44.2435,44.4935,1500000
2023-12-18,44.5869,44.8369,44.3010,44.5510,1500000
2023-12-19,44.6302,44.8802,44.3592,44.6092,1500000
2023-12-20,44.6728,44.9228,44.4176,44.6676,1500000
2023-12-21,44.7145,44.9752,44.4645,44.7252,1500000
2023-12-22,44.7551,45.0313,44.5051,44.7813,1500000
2023-12-25,44.7945,45.0852,44.5445,44.8352,1500000
2023-12-26,44.8326,45.1362,44.5826,44.8862,1500000
2023-12-27,44.8693,45.1836,44.6193,44.9336,1500000
2023-12-28,44.9044,45.2269,44.6544,44.9769,1500000
2023-12-29,44.9379,45.2656,44.6879,45.0156,1500000
2024-01-01,44.9696,45.2996,44.7196,45.0496,1500000
2024-01-02,44.9995,45.3285,44.7495,45.0785,1500000
2024-01-03,45.0276,45.3523,44.7776,45.1023,1500000
2024-01-04,45.0536,45.3713,44.8036,45.1213,1500000
2024-01-05,45.0777,45.3855,44.8277,45.1355,1500000
2024-01-08,45.0998,45.3954,44.8498,45.1454,1500000
2024-01-09,45.1198,45.4015,44.8698,45.1515,1500000
2024-01-10,45.1377,45.4042,44.8877,45.1542,1500000
2024-01-11,45.1536,45.4041,44.9036,45.1541,1500000
2024-01-12,45.1674,45.4174,44.9020,45.1520,1500000
2024-01-15,45.1791,45.4291,44.8985,45.1485,1500000
2024-01-16,45.1889,45.4389,44.8942,45.1442,1500000
2024-01-17,45.1967,45.4467,44.8898,45.1398,1500000
2024-01-18,45.2027,45.4527,44.8857,45.1357,1500000
2024-01-19,45.2068,45.4568,44.8825,45.1325,1500000
2024-01-22,45.2092,45.4592,44.8805,45.1305,1500000
2024-01-23,45.2100,45.4600,44.8800,45.1300,1500000
2024-01-24,45.2092,45.4592,44.8812,45.1312,1500000
2024-01-25,45.2070,45.4570,44.8840,45.1340,1500000
2024-01-26,45.2035,45.4535,44.8885,45.1385,1500000
2024-01-29,45.1988,45.4488,44.8944,45.1444,1500000
2024-01-30,45.1931,45.4431,44.9014,45.1514,1500000
2024-01-31,45.1864,45.4364,44.9091,45.1591,1500000
2024-02-01,45.1790,45.4290,44.9172,45.1672,1500000
2024-02-02,45.1710,45.4251,44.9210,45.1751,1500000
2024-02-05,45.1626,45.4325,44.9126,45.1825,1500000
2024-02-06,45.1538,45.4387,44.9038,45.1887,1500000
2024-02-07,45.1449,45.4434,44.8949,45.1934,1500000
2024-02-08,45.1360,45.4462,44.8860,45.1962,1500000
2024-02-09,45.1273,45.4468,44.8773,45.1968,1500000
2024-02-12,45.1189,45.4449,44.8689,45.1949,1500000
2024-02-13,45.1111,45.4405,44.8611,45.1905,1500000
2024-02-14,45.1038,45.4336,44.8538,45.1836,1500000
2024-02-15,45.0974,45.4242,44.8474,45.1742,1500000
2024-02-16,45.0919,45.4128,44.8419,45.1628,1500000
2024-02-19,45.0874,45.3996,44.8374,45.1496,1500000
2024-02-20,45.0842,45.3852,44.8342,45.1352,1500000
2024-02-21,45.0823,45.3700,44.8323,45.1200,1500000
2024-02-22,45.0819,45.3548,44.8319,45.1048,1500000
2024-02-23,45.0830,45.3402,44.8330,45.0902,1500000
2024-02-26,45.0858,45.3358,44.8271,45.0771,1500000
2024-02-27,45.0904,45.3404,44.8160,45.0660,1500000
2024-02-28,45.0967,45.3467,44.8077,45.0577,1500000
2024-02-29,45.1050,45.3550,44.8029,45.0529,1500000
2024-03-01,45.1153,45.3653,44.8021,45.0521,1500000
2024-03-04,45.1275,45.3775,44.8058,45.0558,1500000
2024-03-05,45.1418,45.3918,44.8145,45.0645,1500000
2024-03-06,45.1581,45.4081,44.8282,45.0782,1500000
2024-03-07,45.1765,45.4265,44.8473,45.0973,1500000
2024-03-08,45.1970,45.4470,44.8715,45.1215,1500000
2024-03-11,45.2195,45.4695,44.9008,45.1508,1500000
2024-03-12,45.2440,45.4940,44.9349,45.1849,1500000
2024-03-13,45.2706,45.5206,44.9733,45.2233,1500000
2024-03-14,45.2990,45.5490,45.0156,45.2656,1500000
2024-03-15,45.3294,45.5794,45.0610,45.3110,1500000
2024-03-18,45.3615,45.6115,45.1090,45.3590,1500000
2024-03-19,45.3954,45.6588,45.1454,45.4088,1500000
2024-03-20,45.4309,45.7097,45.1809,45.4597,1500000
2024-03-21,45.4679,45.7610,45.2179,45.5110,1500000
2024-03-22,45.5063,45.8119,45.2563,45.5619,1500000
2024-03-25,45.5460,45.8619,45.2960,45.6119,1500000
