Symbol,EntryTimestampMarket,ExitTimestampMarket,Shares,EntryPrice,ExitPrice,PnL,TaxReserved,ExitReason,ResultR
VISN,2025-01-22T09:45:00-05:00,2025-01-24T10:00:00-05:00,19,5.80435000,5.66128292,-2.71827453,-1.00576158,ATR_STOP,-1.03060951
EVLV,2025-01-23T15:00:00-05:00,2025-01-24T11:15:00-05:00,3,3.91293250,4.26373135,1.05239656,0.38938673,ATR_TARGET,1.98191973
APPS,2025-01-23T09:45:00-05:00,2025-01-24T13:15:00-05:00,2,2.26169500,2.49763122,0.47187244,0.17459280,ATR_TARGET,1.98423428
ACHR,2025-01-24T10:30:00-05:00,2025-01-24T15:15:00-05:00,11,10.47785250,9.92895601,-6.03786134,-2.23400870,ATR_STOP,-1.01376376
APP,2025-01-22T10:15:00-05:00,2025-01-27T09:30:00-05:00,3,361.61100500,341.56363500,-60.14211000,-22.25258070,STOP_GAP,-1.62097999
SLS,2025-01-24T13:45:00-05:00,2025-01-27T09:30:00-05:00,5,1.04578375,1.17484699,0.64531621,0.23876700,ATR_TARGET,1.98642816
NIO,2025-01-24T11:30:00-05:00,2025-01-27T10:00:00-05:00,3,4.27320250,4.32296057,0.14927422,0.05523146,ATR_STOP,0.64623281
MRNA,2025-01-27T09:45:00-05:00,2025-01-27T11:15:00-05:00,27,42.01148500,42.34434173,8.98713168,3.32523872,ATR_STOP,0.23441500
BBBY,2025-01-27T10:15:00-05:00,2025-01-27T11:15:00-05:00,5,7.84588000,7.41382882,-2.16025588,-0.79929468,ATR_STOP,-1.01304741
BEKE,2025-01-24T09:45:00-05:00,2025-01-27T12:30:00-05:00,7,16.97272000,17.52086835,3.83703842,1.41970422,ATR_TARGET,1.95314256
SLS,2025-01-27T12:30:00-05:00,2025-01-27T12:45:00-05:00,281,1.43027190,1.26963505,-45.13895522,-16.70141343,ATR_STOP,-1.00596767
DDD,2025-01-27T13:45:00-05:00,2025-01-28T09:30:00-05:00,206,4.02231448,3.80833367,-44.08004568,-3.94479332,ATR_STOP,-1.01353904
ABCL,2025-01-28T09:30:00-05:00,2025-01-28T10:00:00-05:00,21,3.35251250,3.26201809,-1.90038261,0.00000000,ATR_STOP,-1.02780760
PLTR,2025-01-27T15:45:00-05:00,2025-01-28T12:00:00-05:00,5,75.10628750,79.41634468,21.55028589,0.00000000,ATR_TARGET,1.97271783
SLS,2025-01-28T09:45:00-05:00,2025-01-28T12:00:00-05:00,18,1.54926107,1.36700046,-3.28069109,0.00000000,ATR_STOP,-1.00566128
TSLZ,2025-01-28T09:45:00-05:00,2025-01-28T14:15:00-05:00,15,50.63795000,48.31021813,-34.91597803,0.00000000,ATR_STOP,-1.01582383
BIDU,2025-01-28T14:45:00-05:00,2025-01-28T15:45:00-05:00,8,89.26690000,91.32071116,16.43048924,0.00000000,ATR_TARGET,1.93540948
DDD,2025-01-28T15:00:00-05:00,2025-01-29T09:30:00-05:00,3,4.02801875,3.86709750,-0.48276375,0.00000000,STOP_GAP,-1.04434004
NIO,2025-01-29T09:30:00-05:00,2025-01-29T09:30:00-05:00,170,4.34325500,4.25594934,-14.84196235,0.00000000,ATR_STOP,-1.03797775
CMPX,2025-01-29T09:45:00-05:00,2025-01-29T10:45:00-05:00,158,3.51553468,3.25039189,-41.89255946,0.00000000,ATR_STOP,-1.00928662
KC,2025-01-29T10:45:00-05:00,2025-01-29T11:30:00-05:00,1,12.15911250,12.22213733,0.06302483,0.00000000,ATR_STOP,0.15077249
TSLZ,2025-01-29T11:30:00-05:00,2025-01-30T09:30:00-05:00,10,49.93742500,44.76640000,-51.71025000,0.00000000,STOP_GAP,-2.90017742
BEKE,2025-01-29T09:45:00-05:00,2025-01-30T10:15:00-05:00,9,17.31297500,17.83973346,4.74082614,0.00000000,ATR_TARGET,1.95042161
YINN,2025-01-30T09:45:00-05:00,2025-01-30T11:15:00-05:00,14,31.91391750,33.46059220,21.65344580,0.00000000,ATR_TARGET,1.96804370
BEKE,2025-01-30T10:30:00-05:00,2025-01-30T11:30:00-05:00,9,18.03351500,18.72020859,6.18024228,0.00000000,ATR_TARGET,1.95989780
SLS,2025-01-29T13:30:00-05:00,2025-01-30T12:15:00-05:00,25,1.18588875,1.27962298,2.34335587,0.00000000,ATR_STOP,0.85464562
BBBY,2025-01-28T10:15:00-05:00,2025-01-30T13:45:00-05:00,9,7.45558750,8.22825556,6.95401255,0.00000000,ATR_TARGET,1.98414105
JMIA,2025-01-28T12:15:00-05:00,2025-01-30T14:15:00-05:00,105,4.02301500,4.15424513,13.77916375,0.00000000,ATR_STOP,1.04647841
YINN,2025-01-30T14:45:00-05:00,2025-01-30T15:30:00-05:00,12,34.05552250,33.30409774,-9.01709708,0.00000000,ATR_STOP,-1.03441060
SLS,2025-01-30T14:15:00-05:00,2025-01-31T09:30:00-05:00,91,1.39104250,1.29775161,-8.48947107,0.00000000,ATR_STOP,-1.01055110
TSLZ,2025-01-30T15:45:00-05:00,2025-01-31T09:30:00-05:00,8,47.43555000,44.57060280,-22.91957760,0.00000000,ATR_STOP,-1.01181463
TWLO,2025-01-30T14:15:00-05:00,2025-01-31T09:45:00-05:00,1,148.93161500,149.20722251,0.27560751,0.00000000,ATR_STOP,0.11220120
QS,2025-01-31T09:45:00-05:00,2025-01-31T11:00:00-05:00,92,5.38393493,5.39242920,0.78147307,0.00000000,ATR_STOP,0.05641692
JMIA,2025-01-30T15:30:00-05:00,2025-01-31T13:15:00-05:00,6,4.23817625,4.12666421,-0.66907223,0.00000000,ATR_STOP,-1.02856919
NIO,2025-01-30T11:30:00-05:00,2025-02-03T09:30:00-05:00,110,4.39339258,4.16687250,-24.91720825,0.00000000,STOP_GAP,-2.16167698
APPS,2025-01-31T12:30:00-05:00,2025-02-03T09:30:00-05:00,246,2.63197250,2.47814000,-37.84279500,0.00000000,STOP_GAP,-1.58786068
SLS,2025-01-31T15:00:00-05:00,2025-02-03T09:30:00-05:00,16,1.56617375,1.75882251,3.08238020,0.00000000,ATR_TARGET,1.98638847
BBBY,2025-02-03T09:30:00-05:00,2025-02-03T10:30:00-05:00,125,8.27620250,8.35357872,9.67202793,0.00000000,ATR_STOP,0.25712173
PLTR,2025-02-03T14:15:00-05:00,2025-02-04T09:30:00-05:00,2,84.12034297,102.72290000,37.20511405,0.00000000,TARGET_GAP,9.17229777
DDD,2025-02-03T09:45:00-05:00,2025-02-04T09:45:00-05:00,16,3.71278250,4.02713013,5.02956201,0.00000000,ATR_TARGET,1.98095212
BIDU,2025-02-04T09:45:00-05:00,2025-02-04T10:45:00-05:00,2,90.41776250,93.67468718,6.51384936,0.00000000,ATR_TARGET,1.95773741
APPS,2025-02-03T14:45:00-05:00,2025-02-04T11:15:00-05:00,17,2.58693875,2.47189362,-1.95576721,0.00000000,ATR_STOP,-1.01639115
SEDG,2025-02-03T11:30:00-05:00,2025-02-04T12:45:00-05:00,61,13.65023000,13.96696114,19.32059956,0.00000000,ATR_STOP,0.51052106
BBBY,2025-02-04T13:00:00-05:00,2025-02-04T15:30:00-05:00,85,8.67650250,9.60189661,78.65849909,0.00000000,ATR_TARGET,1.98454467
YINN,2025-02-04T10:00:00-05:00,2025-02-05T09:30:00-05:00,2,32.63645900,31.55631500,-2.16028800,0.00000000,STOP_GAP,-1.12081761
BEKE,2025-02-04T10:15:00-05:00,2025-02-05T10:15:00-05:00,1,17.40294243,17.00524404,-0.39769839,0.00000000,ATR_STOP,-1.03315757
ASTS,2025-02-05T09:30:00-05:00,2025-02-05T11:00:00-05:00,42,23.21740000,24.69937134,62.24279647,9.45109085,ATR_TARGET,1.97529049
IAUX,2025-02-05T10:00:00-05:00,2025-02-05T13:45:00-05:00,35,0.58924160,0.57291059,-0.57158536,-0.21148658,ATR_STOP,-1.02704266
APPS,2025-02-05T12:00:00-05:00,2025-02-06T09:30:00-05:00,411,2.54110440,3.19760000,269.81969160,99.83328589,TARGET_GAP,7.51242390
BBBY,2025-02-05T15:30:00-05:00,2025-02-06T09:30:00-05:00,2,9.16186625,10.02037766,1.71702281,0.63529844,ATR_TARGET,1.98263131
DDD,2025-02-06T09:30:00-05:00,2025-02-06T10:30:00-05:00,247,4.76357000,4.57756892,-45.94226743,-16.99863895,ATR_STOP,-1.01881931
BBBY,2025-02-06T09:45:00-05:00,2025-02-06T10:30:00-05:00,1,9.78733500,9.23181392,-0.55552108,-0.20554280,ATR_STOP,-1.01263062
KC,2025-02-06T13:30:00-05:00,2025-02-07T09:30:00-05:00,66,17.53314000,16.79299006,-48.84989631,-18.07446163,ATR_STOP,-1.01732427
ASTS,2025-02-07T09:45:00-05:00,2025-02-07T10:00:00-05:00,12,28.22615375,27.03787548,-14.25933928,-5.27595553,ATR_STOP,-1.01737491
APP,2025-02-07T09:45:00-05:00,2025-02-07T10:15:00-05:00,2,385.19868250,375.88280890,-18.63174720,-6.89374646,ATR_STOP,-1.03122997
NXE,2025-02-07T09:45:00-05:00,2025-02-07T11:15:00-05:00,2,6.60495000,6.48835053,-0.23319895,-0.08628361,ATR_STOP,-1.04358663
IVVD,2025-02-07T11:30:00-05:00,2025-02-10T09:30:00-05:00,146,2.29171750,1.95959790,-48.48946186,-17.94110089,ATR_STOP,-1.00444823
TSLQ,2025-02-07T14:30:00-05:00,2025-02-10T09:30:00-05:00,8,91.47855750,97.45959143,47.84827147,17.70386044,ATR_TARGET,1.97583504
IAUX,2025-02-07T15:45:00-05:00,2025-02-10T09:30:00-05:00,6,0.58043500,0.59940894,0.11384363,0.04212214,ATR_TARGET,1.95367607
BBBY,2025-02-07T15:15:00-05:00,2025-02-10T10:00:00-05:00,4,9.13184375,8.71742260,-1.65768460,-0.61334330,ATR_STOP,-1.01604149
ACHR,2025-02-10T10:00:00-05:00,2025-02-10T13:00:00-05:00,1,9.51212875,10.21835892,0.70623017,0.26130516,ATR_TARGET,1.97851373
RIVN,2025-02-10T09:45:00-05:00,2025-02-11T09:30:00-05:00,83,12.74455125,12.78040750,2.97606875,1.10114544,STOP_GAP,0.14741266
BE,2025-02-10T10:30:00-05:00,2025-02-11T09:30:00-05:00,1,25.38402375,24.52159500,-0.86242875,-0.31909864,STOP_GAP,-1.18139169
KC,2025-02-10T15:30:00-05:00,2025-02-11T09:30:00-05:00,1,18.50386750,17.63676250,-0.86710500,-0.32082885,STOP_GAP,-1.95417060
APPS,2025-02-07T09:30:00-05:00,2025-02-11T11:00:00-05:00,2,4.64348000,5.26181085,1.23666170,0.45756483,ATR_STOP,1.14528399
PLTR,2025-02-11T09:30:00-05:00,2025-02-11T11:15:00-05:00,9,116.63741250,114.16419264,-22.25897874,-8.23582213,ATR_STOP,-1.03588953
JMIA,2025-02-04T11:45:00-05:00,2025-02-11T11:45:00-05:00,58,4.05303750,3.93066701,-7.09748814,-2.62607061,ATR_STOP,-1.02470446
BEKE,2025-02-11T12:15:00-05:00,2025-02-12T09:30:00-05:00,65,19.54965125,21.02422000,95.84696875,35.46337844,TARGET_GAP,3.95893125
IVVD,2025-02-11T13:15:00-05:00,2025-02-12T09:30:00-05:00,3,1.73109735,1.52036961,-0.63218323,-0.23390779,ATR_STOP,-1.00544468
BTE,2025-02-11T09:45:00-05:00,2025-02-12T11:00:00-05:00,22,2.57693125,2.53042171,-1.02320993,-0.37858768,ATR_STOP,-1.04257404
GDS,2025-02-12T09:30:00-05:00,2025-02-12T11:30:00-05:00,39,33.83535750,34.26535913,16.77006342,6.20492347,ATR_STOP,0.38791860
IAUX,2025-02-12T09:45:00-05:00,2025-02-12T15:45:00-05:00,27,0.61546125,0.64345810,0.75591482,0.27968848,ATR_TARGET,1.96608433
MVST,2025-02-12T13:15:00-05:00,2025-02-13T09:45:00-05:00,1,1.95966865,2.01217418,0.05250553,0.01942705,ATR_STOP,0.53799636
RIVN,2025-02-13T09:45:00-05:00,2025-02-13T10:30:00-05:00,1,12.72954000,13.25196641,0.52242641,0.19329777,ATR_TARGET,1.96263358
IAUX,2025-02-13T15:45:00-05:00,2025-02-14T09:45:00-05:00,1,0.70032485,0.73444776,0.03412291,0.01262548,ATR_TARGET,1.96820403
AMC,2025-02-12T11:45:00-05:00,2025-02-14T10:15:00-05:00,400,3.46119395,3.53169878,28.20193187,10.43471479,ATR_STOP,0.60363724
CLOV,2025-02-14T12:00:00-05:00,2025-02-14T12:30:00-05:00,2,4.57102570,4.48460694,-0.17283752,-0.06394988,ATR_STOP,-1.04052820
TSLZ,2025-02-14T11:15:00-05:00,2025-02-18T09:30:00-05:00,15,59.54462500,56.74626385,-41.97541722,-15.53090437,ATR_STOP,-1.01545544
ACHR,2025-02-14T13:45:00-05:00,2025-02-18T09:30:00-05:00,1,10.22266125,11.20665726,0.98399601,0.36407852,ATR_TARGET,1.98304869
IAUX,2025-02-18T09:45:00-05:00,2025-02-18T10:00:00-05:00,1248,0.70292680,0.75110704,60.12894152,22.24770836,ATR_TARGET,1.97686882
MVST,2025-02-14T15:45:00-05:00,2025-02-18T10:45:00-05:00,1,2.08656375,2.23061382,0.14405007,0.05329853,ATR_TARGET,1.97702214
DDD,2025-02-13T13:00:00-05:00,2025-02-18T14:00:00-05:00,4,4.67350250,4.48795583,-0.74218667,-0.27460907,ATR_STOP,-1.01849010
SEDG,2025-02-18T15:15:00-05:00,2025-02-19T09:30:00-05:00,1,16.82260750,22.74792625,5.92531875,2.19236794,TARGET_GAP,11.21819496
AMC,2025-02-19T09:30:00-05:00,2025-02-19T09:30:00-05:00,5,3.70277500,3.62627071,-0.38252145,-0.14153294,ATR_STOP,-1.03688873
BTE,2025-02-18T10:30:00-05:00,2025-02-19T10:00:00-05:00,3,2.51188250,2.54054788,0.08599614,0.03181857,ATR_STOP,0.48364324
IAUX,2025-02-18T15:45:00-05:00,2025-02-19T10:30:00-05:00,4,0.77027728,0.74956765,-0.08283850,-0.03065025,ATR_STOP,-1.02792460
VISN,2025-02-19T11:15:00-05:00,2025-02-19T15:45:00-05:00,2,5.22441538,5.46874262,0.48865449,0.18080216,ATR_TARGET,1.96695565
APP,2025-02-14T10:30:00-05:00,2025-02-20T09:30:00-05:00,1,498.75288433,472.05442039,-26.69846393,-9.87843166,ATR_STOP,-1.01344915
BEKE,2025-02-19T09:45:00-05:00,2025-02-20T09:30:00-05:00,1,20.01500000,20.96802339,0.95302339,0.35261866,ATR_TARGET,1.96750939
SOXL,2025-02-20T09:45:00-05:00,2025-02-20T09:45:00-05:00,15,32.35424750,31.46116408,-13.39625127,-4.95661297,ATR_STOP,-1.02715860
NIO,2025-02-20T09:45:00-05:00,2025-02-20T09:45:00-05:00,4,4.48566173,4.40260310,-0.33223449,-0.12292676,ATR_STOP,-1.04143269
VISN,2025-02-20T09:30:00-05:00,2025-02-20T10:15:00-05:00,2,5.46409500,5.34135827,-0.24547347,-0.09082518,ATR_STOP,-1.03376655
IAUX,2025-02-20T10:00:00-05:00,2025-02-21T09:30:00-05:00,636,0.77808312,0.83007697,33.06808860,12.23519278,TARGET_GAP,2.33382828
BTE,2025-02-20T15:15:00-05:00,2025-02-21T09:30:00-05:00,4,2.56362128,2.51361270,-0.20003429,-0.07401269,ATR_STOP,-1.03920507
INTC,2025-02-21T09:30:00-05:00,2025-02-21T11:00:00-05:00,19,25.97947000,25.35171954,-11.92725877,-4.41308575,ATR_STOP,-1.03125901
QS,2025-02-21T09:45:00-05:00,2025-02-21T12:00:00-05:00,2,5.35901625,5.23733117,-0.24337016,-0.09004696,ATR_STOP,-1.03338266
MRNA,2025-02-21T13:00:00-05:00,2025-02-21T13:00:00-05:00,1,35.62670000,34.25948513,-1.36721487,-0.50586950,ATR_STOP,-1.01916801
KC,2025-02-21T09:45:00-05:00,2025-02-21T14:15:00-05:00,1,21.55615500,20.65154016,-0.90461484,-0.33470749,ATR_STOP,-1.01743339
TSLZ,2025-02-21T11:45:00-05:00,2025-02-24T09:30:00-05:00,7,61.28593000,62.18678158,6.30596104,2.33320559,ATR_STOP,0.41459447
ALB,2025-02-18T10:15:00-05:00,2025-02-24T09:45:00-05:00,11,82.53185250,80.59761874,-21.27657133,-7.87233139,ATR_STOP,-1.03228494
IAUX,2025-02-21T15:00:00-05:00,2025-02-24T09:45:00-05:00,108,0.82421770,0.80834501,-1.71425100,-0.63427287,ATR_STOP,-1.03974286
SEDG,2025-02-24T09:45:00-05:00,2025-02-24T14:30:00-05:00,24,17.90341750,18.42230670,12.45334079,4.60773609,ATR_STOP,0.76805691
TSLQ,2025-02-25T09:30:00-05:00,2025-02-25T09:45:00-05:00,12,109.55210250,117.13766529,91.02675347,33.67989879,ATR_TARGET,1.97708493
NIO,2025-02-25T09:45:00-05:00,2025-02-25T10:00:00-05:00,24,4.47835625,4.37707761,-2.43068739,-0.89935434,ATR_STOP,-1.03352545
YINN,2025-02-25T11:00:00-05:00,2025-02-26T09:30:00-05:00,35,42.02149250,45.81561250,132.79420000,49.13385400,TARGET_GAP,3.33509555
SEDG,2025-02-26T09:45:00-05:00,2025-02-26T13:30:00-05:00,74,19.60469250,18.80309843,-59.31796152,-21.94764576,ATR_STOP,-1.01792158
VISN,2025-02-27T09:30:00-05:00,2025-02-27T09:30:00-05:00,50,6.28471000,6.01347481,-13.56175931,-5.01785095,ATR_STOP,-1.01692210
NIO,2025-02-26T12:45:00-05:00,2025-02-27T09:45:00-05:00,6,4.69852125,4.75143375,0.31747500,0.11746575,STOP_GAP,0.41119422
TSLZ,2025-02-26T10:30:00-05:00,2025-02-27T10:15:00-05:00,1,80.65044250,82.96960191,2.31915941,0.85808898,ATR_STOP,0.47348063
TSLQ,2025-02-26T14:15:00-05:00,2025-02-27T10:15:00-05:00,8,134.87107750,135.33821724,3.73711791,1.38273363,ATR_STOP,0.07083909
SEDG,2025-02-27T11:30:00-05:00,2025-02-27T15:15:00-05:00,19,18.81610150,18.04540732,-14.64318939,-5.41798007,ATR_STOP,-1.01788842
FLNA,2025-02-27T10:30:00-05:00,2025-02-28T09:30:00-05:00,438,2.60195000,2.47153688,-57.12094801,-21.13475076,ATR_STOP,-1.01442962
VISN,2025-03-03T14:45:00-05:00,2025-03-03T15:15:00-05:00,19,6.36477000,6.18647568,-3.38759207,-1.25340907,ATR_STOP,-1.02673949
BEKE,2025-03-04T09:30:00-05:00,2025-03-04T09:45:00-05:00,5,22.31672500,22.27328250,-0.21721250,-0.08036863,STOP_GAP,-0.17040750
TSLZ,2025-03-03T13:00:00-05:00,2025-03-04T09:45:00-05:00,8,82.86210000,95.07146976,97.67495809,36.13973449,ATR_TARGET,1.98837901
TSLQ,2025-03-03T13:00:00-05:00,2025-03-04T09:45:00-05:00,5,135.07122750,154.51199825,97.20385374,35.96542589,ATR_TARGET,1.98814005
ADMA,2025-03-11T09:45:00-04:00,2025-03-12T09:30:00-04:00,92,16.97272000,18.06422378,100.41834784,37.15478870,ATR_TARGET,1.97546140
BLNK,2025-03-12T09:45:00-04:00,2025-03-12T10:00:00-04:00,1,1.02456785,0.98630809,-0.03825976,-0.01415611,ATR_STOP,-1.01973072
VSAT,2025-03-12T09:45:00-04:00,2025-03-12T11:00:00-04:00,1,9.65723750,9.33363852,-0.32359898,-0.11973162,ATR_STOP,-1.02212769
ADMA,2025-03-12T09:45:00-04:00,2025-03-17T12:00:00-04:00,90,17.94344750,19.17442451,110.78793050,40.99153429,ATR_TARGET,1.97688779
CCJ,2025-03-20T09:45:00-04:00,2025-03-20T12:15:00-04:00,37,44.73352500,44.99890968,9.81923310,3.63311625,ATR_STOP,0.33796085
CAPR,2025-03-20T14:15:00-04:00,2025-03-21T09:30:00-04:00,91,14.51087500,13.78040597,-66.47268130,-24.59489208,ATR_STOP,-1.01436285
NXE,2025-03-20T10:15:00-04:00,2025-03-21T10:00:00-04:00,3,5.00375000,4.89691345,-0.32050964,-0.11858857,ATR_STOP,-1.03562817
RIVN,2025-03-21T09:45:00-04:00,2025-03-21T12:15:00-04:00,147,11.03827250,11.50322558,68.34810276,25.28879802,ATR_TARGET,1.96353829
VISN,2025-03-21T11:00:00-04:00,2025-03-24T09:30:00-04:00,2,5.54915875,5.78716685,0.47601621,0.17612600,ATR_TARGET,1.96415431
INTC,2025-03-21T12:30:00-04:00,2025-03-24T09:45:00-04:00,68,24.39508260,24.48770409,6.29826162,2.33035680,ATR_STOP,0.21303914
CLOV,2025-03-21T12:15:00-04:00,2025-03-24T10:00:00-04:00,1,3.65774125,3.80207863,0.14433738,0.05340483,ATR_TARGET,1.96122456
LUMN,2025-03-24T09:45:00-04:00,2025-03-24T12:15:00-04:00,2,5.04378000,4.92344493,-0.24067015,-0.08904795,ATR_STOP,-1.03168179
APPS,2025-03-21T13:00:00-04:00,2025-03-24T12:45:00-04:00,2,3.59279258,3.64896972,0.11235428,0.04157108,ATR_STOP,0.38076102
TNYA,2025-03-24T12:30:00-04:00,2025-03-25T09:45:00-04:00,15,0.69522103,0.66972703,-0.38240996,-0.14149168,ATR_STOP,-1.02011387
BLNK,2025-03-25T09:45:00-04:00,2025-03-25T10:00:00-04:00,1,1.05078750,1.01548792,-0.03529958,-0.01306084,ATR_STOP,-1.02206848
PRCH,2025-03-25T10:15:00-04:00,2025-03-25T10:30:00-04:00,1,7.20039625,7.70041621,0.50001996,0.18500739,ATR_TARGET,1.97714650
QUBT,2025-03-25T11:00:00-04:00,2025-03-25T11:30:00-04:00,1,8.91167875,8.46930486,-0.44237389,-0.16367834,ATR_STOP,-1.01457912
ABCL,2025-03-24T11:15:00-04:00,2025-03-25T12:30:00-04:00,1,2.53690125,2.46443344,-0.07246781,-0.02681309,ATR_STOP,-1.02619318
VISN,2025-03-25T09:30:00-04:00,2025-03-25T14:45:00-04:00,1,5.76432000,5.82865942,0.06433942,0.02380559,ATR_STOP,0.62825059
AMC,2025-03-25T12:45:00-04:00,2025-03-25T14:45:00-04:00,4,3.09782162,3.05407128,-0.17500137,-0.06475051,ATR_STOP,-1.05529135
TSLR,2025-03-25T15:00:00-04:00,2025-03-26T09:30:00-04:00,1,18.09356000,18.08642500,-0.00713500,-0.00263995,STOP_GAP,-0.01154408
HIVE,2025-03-26T09:30:00-04:00,2025-03-26T10:15:00-04:00,11,1.79134250,1.74023499,-0.56218258,-0.20800756,ATR_STOP,-1.02622732
CLOV,2025-03-24T10:15:00-04:00,2025-03-26T12:15:00-04:00,435,3.82826905,3.73229072,-41.75057357,-15.44771222,ATR_STOP,-1.03006449
QS,2025-03-26T15:00:00-04:00,2025-03-26T15:15:00-04:00,358,4.62346500,4.53986237,-29.92974330,-11.07400502,ATR_STOP,-1.04248949
SOFI,2025-03-26T15:45:00-04:00,2025-03-27T09:30:00-04:00,124,13.16987000,12.60054250,-70.59661000,-26.12074570,STOP_GAP,-2.46809377
TSLR,2025-03-27T09:45:00-04:00,2025-03-27T10:45:00-04:00,70,17.35300500,19.09904602,122.22287116,44.78242698,ATR_TARGET,1.98371367
TSLT,2025-03-27T09:45:00-04:00,2025-03-27T11:30:00-04:00,26,15.01125000,15.62940995,16.07215866,5.94669870,ATR_STOP,0.78966745
QS,2025-03-27T11:00:00-04:00,2025-03-27T12:45:00-04:00,1,4.66149350,4.55161437,-0.10987913,-0.04065528,ATR_STOP,-1.03208887
RIVN,2025-03-27T11:00:00-04:00,2025-03-28T09:30:00-04:00,100,12.87464875,12.43822178,-43.64269722,-16.14779797,ATR_STOP,-1.02185872
BBBY,2025-03-27T14:45:00-04:00,2025-03-28T09:30:00-04:00,71,5.73429750,5.52125304,-15.12615667,-5.59667797,ATR_STOP,-1.01983743
ADMA,2025-04-15T09:45:00-04:00,2025-04-15T09:45:00-04:00,1,21.56616250,20.77004403,-0.79611847,-0.29456384,ATR_STOP,-1.01997263
IAUX,2025-04-15T09:45:00-04:00,2025-04-15T10:15:00-04:00,26,0.63407520,0.61260226,-0.55829639,-0.20656966,ATR_STOP,-1.02188138
CCJ,2025-04-15T09:45:00-04:00,2025-04-15T12:45:00-04:00,38,41.80633125,41.03948733,-29.14006903,-10.78182554,ATR_STOP,-1.04184918
NIO,2025-04-15T14:45:00-04:00,2025-04-16T09:30:00-04:00,442,3.63272250,3.44741250,-81.90702000,-30.30559740,STOP_GAP,-2.74098258
CLOV,2025-04-16T09:30:00-04:00,2025-04-16T13:45:00-04:00,418,3.71278250,3.64262826,-29.32447077,-10.85005418,ATR_STOP,-1.04055196
IAUX,2025-04-16T09:45:00-04:00,2025-04-17T10:00:00-04:00,4,0.62426785,0.60134632,-0.09168611,-0.75816859,ATR_STOP,-1.02008654
AFRM,2025-04-17T09:30:00-04:00,2025-04-21T09:30:00-04:00,37,40.75054000,41.26902500,19.18394500,7.09805965,STOP_GAP,0.48227460
HIVE,2025-04-15T15:45:00-04:00,2025-04-21T10:15:00-04:00,1,1.45108750,1.53957915,0.08849165,0.03274191,ATR_TARGET,1.97422003
PLTR,2025-04-21T09:45:00-04:00,2025-04-21T10:45:00-04:00,16,94.88110750,92.27245659,-41.73841458,-15.44321340,ATR_STOP,-1.02727275
HIVE,2025-04-21T10:30:00-04:00,2025-04-21T12:45:00-04:00,1,1.55116250,1.48521596,-0.06594654,-0.02440022,ATR_STOP,-1.01719447
BIDU,2025-04-21T14:15:00-04:00,2025-04-22T09:30:00-04:00,18,82.57188250,83.88703750,23.67279000,8.75893230,TARGET_GAP,2.05196281
QS,2025-04-21T14:45:00-04:00,2025-04-22T10:15:00-04:00,1,3.80274993,3.84484131,0.04209138,0.01557381,ATR_STOP,0.57715930
